iter	Logloss
331	0.3015798355
332	0.3015798354
333	0.3015697743
334	0.3015632779
335	0.3015520981
336	0.3015508317
337	0.3015433868
338	0.3015184995
339	0.3015096859
340	0.3015058019
341	0.3014997789
342	0.3014817035
343	0.3014691579
344	0.3014691577
345	0.3014613671
346	0.3014483065
347	0.3014386328
348	0.3014335466
349	0.3014210336
350	0.3014146975
351	0.3014014548
352	0.3013996087
353	0.3013894
354	0.3013792061
355	0.3013533906
356	0.3013318492
357	0.3013226146
358	0.3013173363
359	0.3013159402
360	0.3013139554
361	0.3012828614
362	0.3012813009
363	0.3012710714
364	0.3012582193
365	0.3012430299
366	0.301228801
367	0.3012263662
368	0.3012118664
369	0.3011977776
370	0.3011899349
371	0.3011736217
372	0.3011705063
373	0.3011608056
374	0.3011506035
375	0.3011506033
376	0.3011392009
377	0.3011279387
378	0.3011155806
379	0.3011103346
380	0.3010985076
381	0.3010833254
382	0.3010644348
383	0.3010377423
384	0.3010335715
385	0.3010188613
386	0.3009887169
387	0.3009807371
388	0.3009767324
389	0.3009728873
390	0.3009721016
391	0.300966957
392	0.3009591242
393	0.3009583297
394	0.30095308
395	0.3009459305
396	0.3009459304
397	0.3009411043
398	0.3009295843
399	0.3009154513
400	0.3009069407
401	0.3009012362
402	0.3008909803
403	0.3008862835
404	0.3008709132
405	0.3008640173
406	0.3008515874
407	0.3008403147
408	0.3008331253
409	0.3008260846
410	0.3008176514
411	0.300816865
412	0.3008112136
413	0.3008060029
414	0.3008029862
415	0.3007897054
416	0.3007783244
417	0.3007757495
418	0.3007687401
419	0.3007661007
420	0.3007454771
421	0.3007277085
422	0.3007183434
423	0.3007080321
424	0.3006985774
425	0.3006981834
426	0.300688784
427	0.3006769892
428	0.3006697836
429	0.3006573745
430	0.3006553247
431	0.3006460803
432	0.3006231685
433	0.3006231674
434	0.3006185696
435	0.3005971324
436	0.3005871219
437	0.3005674993
438	0.3005592486
439	0.3005444137
440	0.3005387148
441	0.3005357563
442	0.3005295337
443	0.3005185257
444	0.300507859
445	0.300494657
446	0.300472694
447	0.3004676929
448	0.3004527203
449	0.3004433118
450	0.3004304346
451	0.3004196558
452	0.3004020657
453	0.3003956093
454	0.3003870946
455	0.3003711573
456	0.3003528248
457	0.3003436114
458	0.300331413
459	0.3003226951
460	0.3003081753
461	0.3002820861
462	0.3002694719
463	0.3002538651
464	0.3002327256
465	0.3002205543
466	0.3002063405
467	0.3001935739
468	0.3001720051
469	0.3001657239
470	0.3001470406
471	0.3001424399
472	0.3001354998
473	0.3001245636
474	0.3001121712
475	0.3001005746
476	0.3000918705
477	0.3000858128
478	0.3000588951
479	0.3000433298
480	0.300034128
481	0.3000223505
482	0.3000102176
483	0.2999905835
484	0.2999605399
485	0.2999506689
486	0.2999306198
487	0.2999156207
488	0.299892708
489	0.2998752097
490	0.2998642189
491	0.2998503641
492	0.2998387958
493	0.2998287174
494	0.2998091367
495	0.2997961103
496	0.2997865259
497	0.2997717037
498	0.2997571634
499	0.2997410904
500	0.2997227834
501	0.2997083575
502	0.299696183
503	0.2996863155
504	0.2996750653
505	0.2996553622
506	0.2996441587
507	0.2996312793
508	0.2996244514
509	0.2996108072
510	0.2995882512
511	0.2995786954
512	0.2995663001
513	0.2995558661
514	0.2995475686
515	0.2995369104
516	0.2995266833
517	0.2995147042
518	0.2995077133
519	0.2994979428
520	0.2994862987
521	0.2994773471
522	0.2994627171
523	0.2994327237
524	0.2994137932
525	0.2993964161
526	0.2993717878
527	0.2993572388
528	0.2993371812
529	0.2993160636
530	0.2992993901
531	0.2992831471
532	0.299270144
533	0.299260851
534	0.2992513432
535	0.2992344028
536	0.2992255865
537	0.2992151482
538	0.2992030006
539	0.2991948985
540	0.2991811608
541	0.2991648313
542	0.2991489456
543	0.299138109
544	0.2991196456
545	0.2991091839
546	0.2990943067
547	0.2990831759
548	0.2990747712
549	0.2990672259
550	0.2990494004
551	0.2990326642
552	0.299018351
553	0.2990035071
554	0.2989925779
555	0.2989797417
556	0.2989691966
557	0.2989556258
558	0.2989399753
559	0.2989210724
560	0.2988968715
561	0.2988878473
562	0.2988741965
563	0.2988632735
564	0.2988513714
565	0.2988384544
566	0.2988270569
567	0.2988163859
568	0.2988007828
569	0.2987916562
570	0.2987792833
571	0.2987712694
572	0.2987578254
573	0.298747751
574	0.2987341528
575	0.2987223889
576	0.2987086806
577	0.2986936973
578	0.2986797729
579	0.2986694656
580	0.2986487981
581	0.298636852
582	0.2986258127
583	0.298619704
584	0.2986110192
585	0.2985956083
586	0.2985797784
587	0.2985677869
588	0.2985574635
589	0.2985448617
590	0.2985388776
591	0.2985212514
592	0.2985096418
593	0.2984987419
594	0.2984855973
595	0.2984728406
596	0.2984557942
597	0.2984430145
598	0.2984320638
599	0.2984215366
600	0.298410466
601	0.2983977506
602	0.2983884316
603	0.2983766084
604	0.2983621208
605	0.2983452787
606	0.2983361074
607	0.2983242781
608	0.298311613
609	0.2983012378
610	0.2982862582
611	0.2982812328
612	0.2982705414
613	0.2982609062
614	0.2982508446
615	0.2982384441
616	0.2982316834
617	0.2982221724
618	0.2982108192
619	0.2981965634
620	0.2981839821
621	0.2981671249
622	0.2981527121
623	0.2981423101
624	0.2981342296
625	0.2981231213
626	0.2981107244
627	0.2980962559
628	0.2980720995
629	0.298061727
630	0.2980477633
631	0.2980343384
632	0.2980273992
633	0.2980156489
634	0.2979928379
635	0.2979838909
636	0.2979744298
637	0.2979658557
638	0.2979537365
639	0.2979369003
640	0.2979271909
641	0.2979192127
642	0.2979073499
643	0.297895893
644	0.2978888199
645	0.2978779784
646	0.2978696027
647	0.2978581003
648	0.2978500035
649	0.2978415117
650	0.2978281836
651	0.2978160112
652	0.2978035902
653	0.2977948199
654	0.2977773505
655	0.2977653533
656	0.2977533831
657	0.2977343836
658	0.2977294655
659	0.2977176107
660	0.297705007
661	0.2976946265
662	0.2976876781
663	0.2976786016
664	0.2976642166
665	0.2976570976
666	0.2976455
667	0.2976331345
668	0.2976236997
669	0.2976153575
670	0.2976021004
671	0.2975902898
672	0.2975712206
673	0.2975647467
674	0.2975577483
675	0.2975500222
676	0.2975384309
677	0.2975318489
678	0.2975136107
679	0.2974991625
680	0.2974852794
681	0.2974692489
682	0.2974604991
683	0.2974527345
684	0.297438802
685	0.2974263926
686	0.2974185357
687	0.2974084321
688	0.2973980603
689	0.2973886976
690	0.2973761723
691	0.2973673738
692	0.2973667148
693	0.2973545924
694	0.2973454172
695	0.2973346891
696	0.2973275108
697	0.2973125829
698	0.2972958747
699	0.2972875947
700	0.2972780822
701	0.2972716498
702	0.297253724
703	0.2972459819
704	0.2972346481
705	0.2972290511
706	0.2972156364
707	0.2971989998
708	0.2971893514
709	0.2971802174
710	0.2971647264
711	0.2971562938
712	0.2971437847
713	0.2971372931
714	0.2971271424
715	0.2971145482
716	0.2971011464
717	0.2970919574
718	0.2970837802
719	0.2970694482
720	0.2970558389
721	0.2970416839
722	0.2970321425
723	0.2970197727
724	0.2970086642
725	0.2969974926
726	0.2969855068
727	0.2969732823
728	0.2969657362
729	0.2969530578
730	0.2969439628
731	0.2969303144
732	0.2969246037
733	0.2969125854
734	0.2969034938
735	0.2968961955
736	0.2968907793
737	0.2968817922
738	0.2968729174
739	0.2968669376
740	0.2968556181
741	0.2968490472
742	0.2968376905
743	0.296824933
744	0.296819117
745	0.296807996
746	0.2968001865
747	0.2967902128
748	0.2967810775
749	0.2967679163
750	0.2967566479
751	0.2967490159
752	0.2967364203
753	0.2967305867
754	0.2967208219
755	0.2967118732
756	0.296704325
757	0.296693911
758	0.2966824257
759	0.2966734601
760	0.296665369
761	0.2966536587
762	0.2966442183
763	0.2966361421
764	0.2966237408
765	0.2966082519
766	0.2965965469
767	0.2965849859
768	0.2965753125
769	0.2965665036
770	0.2965494249
771	0.2965411033
772	0.2965301859
773	0.2965186533
774	0.2965094911
775	0.2965020064
776	0.2964937636
777	0.2964844743
778	0.29647224
779	0.2964616225
780	0.2964490554
781	0.2964411873
782	0.2964314291
783	0.2964255313
784	0.296415566
785	0.2964026559
786	0.29638638
787	0.2963804926
788	0.2963683567
789	0.2963602674
790	0.2963520812
791	0.296340763
792	0.2963234726
793	0.2963133089
794	0.296303348
795	0.2962897875
796	0.2962812568
797	0.2962785697
798	0.2962691756
799	0.29626232
800	0.2962517481
801	0.2962406365
802	0.296229364
803	0.2962185808
804	0.2962095519
805	0.2962023594
806	0.2961923833
807	0.2961851391
808	0.296173652
809	0.2961614604
810	0.2961518604
811	0.2961409232
812	0.296130158
813	0.2961197115
814	0.2961176571
815	0.2961091688
816	0.296097131
817	0.2960817097
818	0.2960698092
819	0.2960585739
820	0.2960511006
821	0.2960416293
822	0.2960338667
823	0.2960243454
824	0.2960098302
825	0.2959980568
826	0.2959918281
827	0.2959796566
828	0.2959736521
829	0.2959643592
830	0.2959565198
831	0.2959476267
832	0.295937877
833	0.2959326096
834	0.2959247865
835	0.2959168425
836	0.2959051492
837	0.2958968046
838	0.2958845557
839	0.2958768809
840	0.2958669874
841	0.2958584148
842	0.2958451049
843	0.2958390806
844	0.2958310516
845	0.2958169183
846	0.2958141774
847	0.2958045417
848	0.2957952257
849	0.2957862338
850	0.2957777904
851	0.2957683203
852	0.2957587392
853	0.2957491509
854	0.2957401237
855	0.2957289946
856	0.2957167773
857	0.2957070161
858	0.2956932696
859	0.2956805192
860	0.2956689147
861	0.2956592887
862	0.2956518142
863	0.295642823
864	0.2956343614
865	0.2956222751
866	0.2956164067
867	0.2956090036
868	0.2955989244
869	0.2955888497
870	0.2955795076
871	0.2955734176
872	0.2955669669
873	0.2955586612
874	0.2955556216
875	0.2955460972
876	0.2955351666
877	0.2955330686
878	0.2955179379
879	0.2955045956
880	0.2954885519
881	0.2954792351
882	0.295469276
883	0.2954676329
884	0.295458618
885	0.295444102
886	0.2954361231
887	0.2954282016
888	0.2954175503
889	0.2954063162
890	0.2953991702
891	0.2953934187
892	0.2953831183
893	0.2953761526
894	0.2953684115
895	0.295359245
896	0.295349256
897	0.2953410697
898	0.2953308978
899	0.2953220888
900	0.2953156913
901	0.2953024063
902	0.2952954269
903	0.295283515
904	0.2952711696
905	0.2952616363
906	0.2952516361
907	0.2952441754
908	0.295233338
909	0.2952236787
910	0.2952146944
911	0.2952084505
912	0.2952009587
913	0.2951932119
914	0.2951879595
915	0.2951790474
916	0.2951703667
917	0.2951583608
918	0.2951535966
919	0.2951432656
920	0.2951319564
921	0.2951208393
922	0.2951059274
923	0.2950950667
924	0.2950841914
925	0.2950721865
926	0.2950595819
927	0.2950517047
928	0.2950421963
929	0.2950332368
930	0.2950144501
931	0.2950032403
932	0.2949933196
933	0.2949808033
934	0.2949712571
935	0.2949629902
936	0.294951129
937	0.2949446928
938	0.2949367593
939	0.2949234559
940	0.294913742
941	0.2949032734
942	0.294896279
943	0.2948874026
944	0.2948799256
945	0.2948716018
946	0.2948587216
947	0.2948500297
948	0.2948380967
949	0.2948285417
950	0.2948255243
951	0.2948151684
952	0.2948082787
953	0.2947961743
954	0.2947870475
955	0.2947791242
956	0.2947739243
957	0.294773124
958	0.294765061
959	0.2947630308
960	0.2947546517
961	0.2947423098
962	0.2947365039
963	0.2947230732
964	0.29471235
965	0.2947023016
966	0.2946952373
967	0.2946876063
968	0.2946751769
969	0.2946654848
970	0.2946555222
971	0.2946486129
972	0.2946449056
973	0.2946329831
974	0.2946200133
975	0.2946174785
976	0.2946046877
977	0.2945995194
978	0.2945886387
979	0.2945800773
980	0.2945691752
981	0.2945572274
982	0.2945521659
983	0.294542549
984	0.2945356397
985	0.2945260331
986	0.2945168297
987	0.2945049947
988	0.2944984612
989	0.2944891622
990	0.2944781419
991	0.2944705696
992	0.2944562483
993	0.2944488745
994	0.2944382081
995	0.2944321851
996	0.2944240151
997	0.2944178009
998	0.2944056078
999	0.2943924623
1000	0.2943834616
1001	0.2943714775
1002	0.2943615266
1003	0.2943522417
1004	0.2943434349
1005	0.2943337437
1006	0.2943254045
1007	0.2943173278
1008	0.2943095431
1009	0.2943023201
1010	0.2942931865
1011	0.2942848467
1012	0.2942778677
1013	0.2942701318
1014	0.294261917
1015	0.294254414
1016	0.2942498693
1017	0.2942379593
1018	0.2942243607
1019	0.2942130725
1020	0.2942036451
1021	0.2941983966
1022	0.2941932185
1023	0.2941818499
1024	0.2941756495
1025	0.2941649786
1026	0.2941578882
1027	0.2941481382
1028	0.294138301
1029	0.2941266432
1030	0.2941165947
1031	0.2941068581
1032	0.2941023234
1033	0.2940904579
1034	0.2940800592
1035	0.2940630984
1036	0.2940526492
1037	0.2940439126
1038	0.2940321091
1039	0.2940250284
1040	0.2940133646
1041	0.2940020465
1042	0.2939958146
1043	0.2939817523
1044	0.2939724164
1045	0.2939650698
1046	0.2939551171
1047	0.2939439919
1048	0.2939403166
1049	0.2939287735
1050	0.2939183173
1051	0.2939097406
1052	0.2938958601
1053	0.2938859458
1054	0.2938777171
1055	0.2938724786
1056	0.2938641013
1057	0.2938516794
1058	0.2938448358
1059	0.2938352871
1060	0.2938233245
1061	0.2938130032
1062	0.2938072613
1063	0.2937931195
1064	0.2937864526
1065	0.2937758046
1066	0.2937669277
1067	0.2937604321
1068	0.2937508222
1069	0.2937469114
1070	0.2937381818
1071	0.2937323535
1072	0.2937289728
1073	0.2937259051
1074	0.2937140074
1075	0.2937028027
1076	0.2936930223
1077	0.2936811163
1078	0.2936724019
1079	0.2936633014
1080	0.2936546982
1081	0.2936460494
1082	0.2936368672
1083	0.2936271419
1084	0.29362103
1085	0.2936138247
1086	0.293607179
1087	0.2935987663
1088	0.2935893205
1089	0.2935808392
1090	0.2935734568
1091	0.2935671793
1092	0.2935577294
1093	0.293551231
1094	0.2935427455
1095	0.2935347047
1096	0.2935274176
1097	0.2935129562
1098	0.2935036613
1099	0.2934919047
1100	0.2934868601
1101	0.2934771346
1102	0.293470379
1103	0.2934608921
1104	0.2934532192
1105	0.2934438215
1106	0.2934363212
1107	0.2934309775
1108	0.2934240104
1109	0.2934157813
1110	0.2934071521
1111	0.2933945856
1112	0.2933858283
1113	0.2933730233
1114	0.2933614863
1115	0.2933494589
1116	0.2933402386
1117	0.2933310655
1118	0.2933179005
1119	0.2933062701
1120	0.293297919
1121	0.2932886786
1122	0.293279125
1123	0.2932733094
1124	0.293262678
1125	0.2932515004
1126	0.2932487743
1127	0.2932376359
1128	0.2932317837
1129	0.2932246669
1130	0.2932199728
1131	0.2932094337
1132	0.2931968799
1133	0.2931899484
1134	0.2931772357
1135	0.29316706
1136	0.293156465
1137	0.2931496333
1138	0.293141622
1139	0.2931331532
1140	0.2931262108
1141	0.2931188452
1142	0.2931138019
1143	0.293105819
1144	0.293089586
1145	0.2930816181
1146	0.2930733602
1147	0.2930656535
1148	0.2930605751
1149	0.2930524334
1150	0.2930461455
1151	0.2930354809
1152	0.2930279551
1153	0.2930207878
1154	0.2930150846
1155	0.2930050448
1156	0.2929983998
1157	0.2929917552
1158	0.2929848779
1159	0.2929747087
1160	0.2929656858
1161	0.292956682
1162	0.2929458935
1163	0.292934122
1164	0.2929217909
1165	0.2929117586
1166	0.2929027727
1167	0.2928983966
1168	0.2928903446
1169	0.2928801632
1170	0.2928688685
1171	0.2928587866
1172	0.2928534672
1173	0.2928471724
1174	0.2928370776
1175	0.292829694
1176	0.2928210892
1177	0.2928147157
1178	0.2928097634
1179	0.2928050028
1180	0.2927943682
1181	0.292787174
1182	0.2927750834
1183	0.2927667541
1184	0.2927580517
1185	0.292747949
1186	0.2927360893
1187	0.2927262252
1188	0.2927177785
1189	0.2927126715
1190	0.2927012213
1191	0.2926974802
1192	0.2926914427
1193	0.2926864427
1194	0.2926763766
1195	0.2926679225
1196	0.2926553712
1197	0.2926451167
1198	0.2926341707
1199	0.2926225007
1200	0.2926173029
1201	0.2926111193
1202	0.2926005019
1203	0.2925931729
1204	0.292585083
1205	0.2925814937
1206	0.2925728478
1207	0.2925638343
1208	0.2925594366
1209	0.2925528497
1210	0.2925500919
1211	0.2925417422
1212	0.292532139
1213	0.2925267574
1214	0.292519531
1215	0.2925088137
1216	0.2924993115
1217	0.29249132
1218	0.2924818193
1219	0.2924725577
1220	0.292465441
1221	0.2924579777
1222	0.2924504572
1223	0.2924395876
1224	0.292429186
1225	0.2924209078
1226	0.2924107411
1227	0.2923977764
1228	0.2923852268
1229	0.2923792512
1230	0.292372954
1231	0.2923639684
1232	0.2923574388
1233	0.2923518211
1234	0.2923409428
1235	0.2923337349
1236	0.2923255252
1237	0.2923155166
1238	0.2923046352
1239	0.2922947029
1240	0.2922883668
1241	0.2922831323
1242	0.2922740022
1243	0.2922657974
1244	0.2922555291
1245	0.2922477049
1246	0.2922369376
1247	0.2922308811
1248	0.292222112
1249	0.292215089
1250	0.2922103221
1251	0.2922041867
1252	0.2921983482
1253	0.2921871841
1254	0.2921806699
1255	0.2921712419
1256	0.29216284
1257	0.2921556756
1258	0.2921471378
1259	0.2921377531
1260	0.292130247
1261	0.2921207064
1262	0.2921137738
1263	0.2921082362
1264	0.2920987072
1265	0.292089532
1266	0.292080033
1267	0.2920707122
1268	0.2920620876
1269	0.2920592046
1270	0.2920523878
1271	0.292043442
1272	0.2920322541
1273	0.2920231638
1274	0.2920146
1275	0.2920073383
1276	0.2919988208
1277	0.2919873304
1278	0.2919768468
1279	0.2919677698
1280	0.2919574478
1281	0.2919530051
1282	0.2919431315
1283	0.2919338309
1284	0.2919246478
1285	0.2919168953
1286	0.2919121673
1287	0.2919042572
1288	0.2918957922
1289	0.2918865408
1290	0.2918793827
1291	0.2918686421
1292	0.2918620931
1293	0.2918574687
1294	0.2918477223
1295	0.291839656
1296	0.2918355118
1297	0.2918254327
1298	0.2918166776
1299	0.2918086456
1300	0.2918054882
1301	0.2917983808
1302	0.2917907111
1303	0.29177981
1304	0.2917749281
1305	0.2917661186
1306	0.2917572431
1307	0.2917495738
1308	0.2917427572
1309	0.2917322383
1310	0.2917233806
1311	0.2917119194
1312	0.2917034228
1313	0.2917014311
1314	0.2916900807
1315	0.291683662
1316	0.2916752723
1317	0.2916659978
1318	0.2916560539
1319	0.2916471152
1320	0.2916356202
1321	0.2916280602
1322	0.2916214988
1323	0.2916136328
1324	0.2916035289
1325	0.2915921838
1326	0.2915801086
1327	0.2915738027
1328	0.2915677718
1329	0.2915622352
1330	0.2915560143
1331	0.2915502029
1332	0.2915457042
1333	0.2915335497
1334	0.2915280054
1335	0.2915194662
1336	0.2915114615
1337	0.2915031369
1338	0.2914932912
1339	0.2914852944
1340	0.2914785021
1341	0.2914697264
1342	0.2914614578
1343	0.2914543595
1344	0.2914532462
1345	0.2914442627
1346	0.2914344258
1347	0.2914254304
1348	0.2914172892
1349	0.2914081228
1350	0.2914001746
1351	0.29139404
1352	0.2913892665
1353	0.2913793341
1354	0.2913740314
1355	0.2913670356
1356	0.2913566708
1357	0.2913456909
1358	0.2913372429
1359	0.2913325966
1360	0.2913228219
1361	0.2913138623
1362	0.2913093576
1363	0.2913002021
1364	0.2912906515
1365	0.2912800707
1366	0.2912714366
1367	0.2912652965
1368	0.2912552747
1369	0.2912501614
1370	0.2912369495
1371	0.2912271575
1372	0.2912202418
1373	0.2912139935
1374	0.2912083491
1375	0.2912038979
1376	0.2911937167
1377	0.2911879469
1378	0.2911765989
1379	0.2911704148
1380	0.291165361
1381	0.2911563525
1382	0.2911486073
1383	0.2911416587
1384	0.2911349701
1385	0.2911303187
1386	0.291121225
1387	0.2911112229
1388	0.2911032575
1389	0.2910972523
1390	0.2910912183
1391	0.2910858019
1392	0.2910790734
1393	0.2910764682
1394	0.291066314
1395	0.291052114
1396	0.2910430972
1397	0.2910314733
1398	0.2910237711
1399	0.2910156677
1400	0.2910095109
1401	0.2910004689
1402	0.2909916863
1403	0.2909823793
1404	0.2909724065
1405	0.2909658694
1406	0.2909544226
1407	0.2909485319
1408	0.2909401647
1409	0.2909304158
1410	0.2909234026
1411	0.2909225171
1412	0.2909122943
1413	0.29090269
1414	0.2908956371
1415	0.2908871797
1416	0.2908789686
1417	0.2908711946
1418	0.2908602161
1419	0.2908539674
1420	0.2908505072
1421	0.2908473246
1422	0.2908454515
1423	0.2908357183
1424	0.290826989
1425	0.2908199751
1426	0.2908146619
1427	0.2908053
1428	0.290796754
1429	0.2907928735
1430	0.2907864568
1431	0.2907751812
1432	0.2907661218
1433	0.2907569406
1434	0.2907491086
1435	0.2907390828
1436	0.2907306029
1437	0.2907222517
1438	0.2907159881
1439	0.2907099617
1440	0.2907041438
1441	0.2906997334
1442	0.2906924904
1443	0.2906870814
1444	0.2906829737
1445	0.2906758117
1446	0.2906665671
1447	0.2906589646
1448	0.2906511855
1449	0.2906436305
1450	0.2906354612
1451	0.2906270549
1452	0.2906185419
1453	0.290609291
1454	0.2906033949
1455	0.2905935634
1456	0.2905856896
1457	0.290580818
1458	0.2905733039
1459	0.2905658733
1460	0.2905581954
1461	0.2905500037
1462	0.290543023
1463	0.2905384799
1464	0.2905304164
1465	0.2905214799
1466	0.2905121709
1467	0.2905023692
1468	0.2904940803
1469	0.2904858699
1470	0.2904753553
1471	0.2904650941
1472	0.2904546939
1473	0.2904479773
1474	0.2904383428
1475	0.2904325473
1476	0.2904225595
1477	0.2904121476
1478	0.2904019742
1479	0.2903925586
1480	0.2903875302
1481	0.2903794587
1482	0.2903728941
1483	0.2903623162
1484	0.2903591784
1485	0.2903534332
1486	0.2903448316
1487	0.290333551
1488	0.2903265642
1489	0.2903183257
1490	0.290307483
1491	0.2903021636
1492	0.29029158
1493	0.2902828796
1494	0.2902744455
1495	0.2902659322
1496	0.2902607252
1497	0.2902526758
1498	0.2902472603
1499	0.2902390269
